0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
O,1,176,"75,60","28,17","23,00","30,25",,,,,,,,,,,,,,,,,,
R,128,"78,33","26,79","23,55","28,18",,,,,,,,,,,,,,,,,,,
C,7,"78,83","24,18","22,83","28,00",,,,,,,,,,,,,,,,,,,
U,2,"66,60","20,51","19,25","21,72",,,,,,,,,,,,,,,,,,,
S,"185,90","19,25","19,25","19,25",,,,,,,,,,,,,,,,,,,,
P,826,"85,55","26,51","24,64","28,60",,,,,,,,,,,,,,,,,,,
O,949,"87,26","27,51","22,00","28,54",,,,,,,,,,,,,,,,,,,
R,211,"88,60","27,08","24,14","27,97",,,,,,,,,,,,,,,,,,,
C,19,"88,53","21,75","16,00","23,56",,,,,,,,,,,,,,,,,,,
U,2,"90,89","21,62","21,62","21,62",,,,,,,,,,,,,,,,,,,
S,"3198,58","27,28","27,28","27,28",,,,,,,,,,,,,,,,,,,,
469,"158,45","18,45","15,77","19,70",,,,,,,,,,,,,,,,,,,,
9,31620,-,"55,99",kg,56,-,"64,99",kg,,,,,,,,,,,,,,,,
CATTLE,,,,,,,,,,,,,,,,,,,,,,,,
LAMB/SHEEP,,,,,,,,,,,,,,,,,,,,,,,,
PIGS,,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max2018/03/05,To,2018/03/11,,,,,,,,,,,,,,,,
A2,8848,"273,78","46,92","46,95","46,24","47,60",Hide,Feedlot,"10,14",,,,,,,,,,,,,,,
A3,1410,"295,23","46,82","46,81","46,41","47,55",Veldt,"10,57",,,,,,,,,,,,,,,,
AB2,739,"259,49","45,95","46,37","45,25","47,01",Dorper,ea,"33,75",,,,,,,,,,,,,,,
AB3,164,"279,17","45,84","46,36","45,29","46,88",Merino,ea,"90,50",,,,,,,,,,,,,,,
B2,369,"247,70","43,03","43,60","41,96","45,01",,,,,,,,,,,,,,,,,,
B3,108,"269,49","43,25","44,33","42,93","45,50",,,,,,,,,,,,,,,,,,
C2,1278,"231,90","41,86","42,38","40,70","44,79",,,,,,,,,,,,,,,,,,
C3,435,"275,47","42,30","43,48","41,81","45,04",,,,,,,,,,,,,,,,,,
13,351,,,,,,,,,,,,,,,,,,,,,,,
A0,19,"15,38","49,76","53,91","46,00","61,58",,,,,,,,,,,,,,,,,,
A1,239,"14,41","66,71","66,59","62,44","69,50",,,,,,,,,,,,,,,,,,
A2,5660,"21,54","71,35","71,51","70,20","74,35",,,,,,,,,,,,,,,,,,
A3,1081,"24,48","72,18","71,24","70,31","74,31",,,,,,,,,,,,,,,,,,
A4,216,"25,72","62,37","63,18","60,47","68,52",,,,,,,,,,,,,,,,,,
A5,36,"25,53","51,86","52,92","43,58","60,88",,,,,,,,,,,,,,,,,,
A6,68,"26,86","50,42","51,40","50,73","51,55",,,,,,,,,,,,,,,,,,
AB2,263,"20,84","63,28","66,32","63,86","67,39",,,,,,,,,,,,,,,,,,
AB3,33,"24,39","61,31","65,65","63,98","67,71",,,,,,,,,,,,,,,,,,
B2,110,"22,46","64,04","63,91","59,10","64,99",,,,,,,,,,,,,,,,,,
B3,21,"24,88","58,60","62,98","54,06","65,00",,,,,,,,,,,,,,,,,,
C2,1253,"22,55","57,66","56,84","52,98","60,59",,,,,,,,,,,,,,,,,,
C3,212,"25,58","52,93","57,36","54,09","64,00",,,,,,,,,,,,,,,,,,
9,211,,,,,,,,,,,,,,,,,,,,,,,
Units,Avg_mass,Avg_purch,Purch_min,Purch_maxMin,,,,,,,,,,,,,,,,,,,,
P,1300,"51,52","27,24","23,92","28,56",,,,,,,,,,,,,,,,,,,
O,119,"48,93","26,21","23,83","28,56",,,,,,,,,,,,,,,,,,,
R,43,"48,52","23,81","20,50","28,00",,,,,,,,,,,,,,,,,,,
C,10,"53,38","23,26","15,00","27,50",,,,,,,,,,,,,,,,,,,
S,7,"39,43","19,00","18,50","19,50",,,,,,,,,,,,,,,,,,,
P,825,"60,47","24,14","23,00","27,07",,,,,,,,,,,,,,,,,,,
O,109,"62,98","24,34","23,00","27,50",,,,,,,,,,,,,,,,,,,
R,10,"64,12","22,84","22,80","23,00",,,,,,,,,,,,,,,,,,,
S,2,"59,50","21,60","18,50","25,00",,,,,,,,,,,,,,,,,,,
P,5844,"75,07","25,44","23,05","27,00",,,,,,,,,,,,,,,,,,,
O,1698,"76,10","25,60","23,16","27,00",,,,,,,,,,,,,,,,,,,
R,182,"76,46","24,93","22,06","26,98",,,,,,,,,,,,,,,,,,,
C,28,"74,24","24,96","22,06","26,00",,,,,,,,,,,,,,,,,,,
U,12,"71,22","23,63","19,50","25,21",,,,,,,,,,,,,,,,,,,
S,3,"74,70","22,42","15,00","25,50",,,,,,,,,,,,,,,,,,,
P,4138,"86,41","23,89","21,50","26,70",,,,,,,,,,,,,,,,,,,
O,4669,"88,79","24,23","21,50","26,32",,,,,,,,,,,,,,,,,,,
R,653,"90,32","23,12","21,50","24,03",,,,,,,,,,,,,,,,,,,
C,27,"90,14","21,38","18,62","22,12",,,,,,,,,,,,,,,,,,,
U,5,"90,76","20,97","18,00","22,40",,,,,,,,,,,,,,,,,,,
S,21,"94,45","22,81","21,08","24,00",,,,,,,,,,,,,,,,,,,
1553,"122,03","18,44","14,50","23,93",,,,,,,,,,,,,,,,,,,,
21,258,,,,,,,,,,,,,,,,,,,,,,,
LAMB/SHEEP,,,,,,,,,,,,,,,,,,,,,,,,
PIGS404244464850,,,,,,,,,,,,,,,,,,,,,,,,
4,5,6,7,8,9,10Beef,A2,-Sales,Price,2018,2017,,,,,,,,,,,,,
656769717375,,,,,,,,,,,,,,,,,,,,,,,,
45678910Lamb,A2,-Sales,Price,2018,2017,,,,,,,,,,,,,,,,,,,
"25,52626,52727,528",,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max,From,2017/03/06,To,2017/03/12,,,,,,,,,,,,,,
CATTLE,,,,,,,,,,,,,,,,,,,,,,,,
A2,10263,258.08,43.64,44.23,34.00,47.50,,,,,,,,,,,,,,,,,,
A3,1046,275.51,43.56,44.24,43.00,47.50,,,,,,,,,,,,,,,,,,
AB2,599,246.04,41.62,42.25,40.74,44.30,,,,,,,,,,,,,,,,,,
AB3,97,272.10,41.59,42.25,36.50,44.00,,,,,,,,,,,,,,,,,,
B2,455,236.64,39.76,38.23,34.95,41.30,,,,,,,,,,,,,,,,,,
B3,91,270.66,37.87,38.29,34.50,39.02,,,,,,,,,,,,,,,,,,
C2,2071,248.55,36.36,36.47,32.57,39.11,,,,,,,,,,,,,,,,,,
C3,569,275.27,36.47,36.79,32.57,38.95,,,,,,,,,,,,,,,,,,
"15,191",,,,,,,,,,,,,,,,,,,,,,,,
LAMB/SHEEP,Lamb,A2,-,Sales,Price,,,,,,,,,,,,,,,,,,,
A0,295,13.62,57.36,55.83,57.90,66.00,,,,,,,,,,,,,,,,,,
A1,5543,19.97,67.22,62.06,58.86,66.95,,,,,,,,,,,,,,,,,,
A2,5979,19.76,65.65,65.96,63.50,73.11,,,,,,,,,,,,,,,,,,
A3,1475,21.45,65.75,65.07,62.72,72.60,,,,,,,,,,,,,,,,,,
A4,213,21.75,57.46,59.92,57.30,71.50,,,,,,,,,,,,,,,,,,
A5,47,22.94,54.08,54.94,54.73,66.00,,,,,,,,,,,,,,,,,,
A6,52,21.51,52.90,51.65,47.12,66.00,,,,,,,,,,,,,,,,,,
AB2,102,70.89,56.50,57.48,46.00,59.10,,,,,,,,,,,,,,,,,,
AB3,29,23.47,53.23,57.63,46.00,71.70,,,,,,,,,,,,,,,,,,
B2,458,24.10,49.87,54.12,43.00,56.00,,,,,,,,,,,,,,,,,,
B3,213,25.00,51.07,52.03,48.50,56.00,,,,,,,,,,,,,,,,,,
C2,632,23.72,45.13,47.45,42.00,55.00,,,,,,,,,,,,,,,,,,
C3,185,25.49,45.20,46.78,45.47,55.00,Hide,Feedlot,15.26,,,,,,,,,,,,,,,
"15,223",Veldt,15.28,,,,,,,,,,,,,,,,,,,,,,
Units,Avg_mass,Avg_purch,Purch_min,Purch_max,38.80,,,,,,,,,,,,,,,,,,,
PIGS,,,,,,,,,,,,,,,,,,,,,,,,
Baconer,BO,-,Purchase,Price,,,,,,,,,,,,,,,,,,,,
BP,7292,72.93,26.94,22.30,29.50,,,,,,,,,,,,,,,,,,,
BO,2911,74.67,27.31,23.50,29.50,,,,,,,,,,,,,,,,,,,
BR,278,76.01,26.40,23.00,29.25,,,,,,,,,,,,,,,,,,,
BC,19,76.23,24.19,15.00,29.00,,,,,,,,,,,,,,,,,,,
BU,3,81.47,22.92,17.50,29.00,,,,,,,,,,,,,,,,,,,
BS,6,76.45,18.43,11.00,27.60,,,,,,,,,,,,,,,,,,,
PP,2981,52.47,26.85,22.50,31.50,,,,,,,,,,,,,,,,,,,
PO,435,53.70,28.04,26.00,29.08,,,,,,,,,,,,,,,,,,,
PR,69,54.31,28.09,20.00,29.00,,,,,,,,,,,,,,,,,,,
PC,5,51.16,26.54,25.00,29.00,,,,,,,,,,,,,,,,,,,
PS,7,40.75,18.46,17.50,20.00,,,,,,,,,,,,,,,,,,,
SAB,87,131.19,15.76,8.00,25.00,,,,,,,,,,,,,,,,,,,
HP,3384,85.32,26.06,22.30,29.06,,,,,,,,,,,,,,,,,,,
HO,4115,86.28,26.33,19.00,29.16,,,,,,,,,,,,,,,,,,,
HR,811,88.09,25.45,22.50,28.75,,,,,,,,,,,,,,,,,,,
HC,68,90.96,20.34,19.00,27.30,,,,,,,,,,,,,,,,,,,
HU,7,91.71,18.77,16.00,27.30,,,,,,,,,,,,,,,,,,,
HS,8,90.94,13.17,9.40,27.30,,,,,,,,,,,,,,,,,,,
CP,1881,65.56,28.08,21.50,29.98,,,,,,,,,,,,,,,,,,,
CO,303,64.52,27.95,17.00,30.00,,,,,,,,,,,,,,,,,,,
CR,30,59.32,27.95,23.00,28.50,,,,,,,,,,,,,,,,,,,
CU,1,65.70,13.00,13.00,13.00,,,,,,,,,,,,,,,,,,,
CS,1,65.30,11.00,11.00,11.00,,,,,,,,,,,,,,,,,,,
SAS,428,160.68,17.51,15.00,20.41,,,,,,,,,,,,,,,,,,,
"25,130",,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,2017,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,,,,,,
50.5,52.5,54.5,56.5,58.5,60.5,62.5,64.5,66.5,68.5,70.5,72.5,74.5,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,2017,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,,,,,,
20.5,22.5,24.5,26.5,28.5,30.5,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,2017,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max2019/03/04,To,2019/03/10,,,,,,,,,,,,,,,,
A2,8699,"284,45","40,59","41,70","40,45","42,68",Hide,Feedlot,Weighted,"2,24",,,,,,,,,,,,,,
A3,1819,"298,91","40,77","41,32","40,34","42,55",Hide,Field,Average,"1,92",,,,,,,,,,,,,,
AB2,413,"273,52","39,54","40,39","38,97","42,81",Dorper,ea,"31,00",,,,,,,,,,,,,,,
AB3,84,"291,86","39,88","43,27","39,16","59,00",Merino,ea,"45,71",,,,,,,,,,,,,,,
B2,215,"257,38","38,34","39,78","36,73","42,00",,,,,,,,,,,,,,,,,,
B3,33,"288,74","38,94","39,11","38,84","39,83",,,,,,,,,,,,,,,,,,
C2,1166,"261,31","38,16","41,93","35,44","53,09",,,,,,,,,,,,,,,,,,
C3,328,"288,34","39,00","40,20","37,78","41,55",,,,,,,,,,,,,,,,,,
12,757,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max,,,,,,,,,,,,,,,,,,
A0,60,"14,64","49,30","60,85","56,81","62,00",,,,,,,,,,,,,,,,,,
A1,344,"14,97","63,39","68,14","64,29","73,04",,,,,,,,,,,,,,,,,,
A2,7188,"21,16","67,79","69,91","62,54","72,85",,,,,,,,,,,,,,,,,,
A3,1072,"23,56","68,37","70,05","66,04","71,51",,,,,,,,,,,,,,,,,,
A4,129,"21,08","55,16","66,50","55,15","77,21",,,,,,,,,,,,,,,,,,
A5,19,"19,13","45,73","50,59","45,30","53,83",,,,,,,,,,,,,,,,,,
A6,81,"19,09","46,61","49,09","44,27","52,37",,,,,,,,,,,,,,,,,,
AB2,125,"20,14","58,94","60,54","53,99","64,00",,,,,,,,,,,,,,,,,,
AB3,7,"20,91","55,86","62,47","60,00","67,50",,,,,,,,,,,,,,,,,,
B2,116,"22,60","55,79","62,02","60,13","62,82",,,,,,,,,,,,,,,,,,
B3,10,"25,31","51,69","58,48","55,85","60,00",,,,,,,,,,,,,,,,,,
C2,692,"24,45","52,57","57,63","55,26","59,38",,,,,,,,,,,,,,,,,,
C3,95,"28,02","52,29","57,89","54,37","62,00",,,,,,,,,,,,,,,,,,
9,938,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Purch_min,Purch_max,,,,,,,,,,,,,,,,,,,
P,2125,"52,50","24,17","19,79","25,57",,,,,,,,,,,,,,,,,,,
O,132,"50,27","22,80","17,32","25,50",,,,,,,,,,,,,,,,,,,
R,15,"54,56","23,84","20,00","25,00",,,,,,,,,,,,,,,,,,,
C,7,"56,31","20,80","15,00","24,50",,,,,,,,,,,,,,,,,,,
U,1,"44,70","15,00","15,00","15,00",,,,,,,,,,,,,,,,,,,
S,"160,40","24,50","24,50","24,50",,,,,,,,,,,,,,,,,,,,
P,1549,"61,24","23,60","22,03","24,95",,,,,,,,,,,,,,,,,,,
O,290,"62,82","22,58","20,27","24,26",,,,,,,,,,,,,,,,,,,
R,54,"63,27","21,00","16,74","22,30",,,,,,,,,,,,,,,,,,,
C,10,"66,42","15,64","15,00","21,60",,,,,,,,,,,,,,,,,,,
U,2,"65,10","13,50","13,50","13,50",,,,,,,,,,,,,,,,,,,
S,"566,80","13,50","13,50","13,50",,,,,,,,,,,,,,,,,,,,
P,8299,"74,76","23,35","21,79","24,32",,,,,,,,,,,,,,,,,,,
O,2994,"75,57","22,92","21,18","24,03",,,,,,,,,,,,,,,,,,,
R,340,"75,79","22,04","19,49","23,46",,,,,,,,,,,,,,,,,,,
C,25,"77,18","16,36","9,22","20,96",,,,,,,,,,,,,,,,,,,
U,3,"83,19","16,48","12,00","19,40",,,,,,,,,,,,,,,,,,,
S,"977,69","14,86","13,25","18,50",,,,,,,,,,,,,,,,,,,,
P,3726,"85,37","22,40","20,60","23,92",,,,,,,,,,,,,,,,,,,
O,7056,"86,40","22,33","20,88","24,12",,,,,,,,,,,,,,,,,,,
R,1470,"88,15","21,81","20,64","23,66",,,,,,,,,,,,,,,,,,,
C,92,"91,19","19,47","18,72","20,78",,,,,,,,,,,,,,,,,,,
U,"1691,00","19,43","17,36","22,90",,,,,,,,,,,,,,,,,,,,
S,"9197,52","21,75","20,88","22,01",,,,,,,,,,,,,,,,,,,,
"1183,00","139,64","16,41","14,43","19,00",,,,,,,,,,,,,,,,,,,,
29,49565,-,"79,99",kg,80,-,"99,99",kg,,,,,,,,,,,,,,,,
PIGS,,,,,,,,,,,,,,,,,,,,,,,,
Weighted,20%56,-,"64,99",kg39414345474951,,,,,,,,,,,,,,,,,,,,
4,5,6,7,8,9,10Beef,A2,-Sales,Price,2019,2018,,,,,,,,,,,,,
4,5,6,7,8,9,10Lamb,A2,-Sales,Price,2019,2018,,,,,,,,,,,,,
222324252627282930,,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max2018/03/12,To,2018/03/18,,,,,,,,,,,,,,,,
A2,7296,"272,32","46,91","47,11","46,15","47,91",Hide,Feedlot,"9,80",,,,,,,,,,,,,,,
A3,1143,"294,43","46,87","47,49","46,48","48,08",Veldt,"10,33",,,,,,,,,,,,,,,,
AB2,667,"260,87","45,60","46,20","44,54","47,90",Dorper,ea,"32,22",,,,,,,,,,,,,,,
AB3,75,"283,12","45,38","46,34","45,34","47,90",Merino,ea,"87,63",,,,,,,,,,,,,,,
B2,296,"249,85","42,66","43,45","41,84","44,71",,,,,,,,,,,,,,,,,,
B3,85,"257,83","42,60","43,53","42,38","44,55",,,,,,,,,,,,,,,,,,
C2,1006,"255,19","41,74","41,89","40,25","43,17",,,,,,,,,,,,,,,,,,
C3,393,"260,82","42,31","42,40","41,90","43,10",,,,,,,,,,,,,,,,,,
10,961,,,,,,,,,,,,,,,,,,,,,,,
A0,6,"15,68","53,39","55,77","32,00","69,00",,,,,,,,,,,,,,,,,,
A1,240,"16,25","69,70","69,16","66,01","71,34",,,,,,,,,,,,,,,,,,
A2,8055,"21,08","69,45","70,99","68,75","73,82",,,,,,,,,,,,,,,,,,
A3,1205,"22,57","69,84","71,25","69,80","73,98",,,,,,,,,,,,,,,,,,
A4,300,"22,57","62,27","63,15","61,08","67,63",,,,,,,,,,,,,,,,,,
A5,43,"23,47","54,06","55,65","52,61","65,16",,,,,,,,,,,,,,,,,,
A6,47,"23,58","52,26","52,67","51,14","60,44",,,,,,,,,,,,,,,,,,
AB2,113,"21,27","59,84","64,10","57,67","68,74",,,,,,,,,,,,,,,,,,
AB3,45,"22,60","60,34","65,87","57,68","72,56",,,,,,,,,,,,,,,,,,
B2,48,"20,84","59,91","63,31","53,14","66,55",,,,,,,,,,,,,,,,,,
B3,18,"24,21","54,59","61,38","56,05","63,48",,,,,,,,,,,,,,,,,,
C2,985,"22,31","55,05","54,96","51,59","56,39",,,,,,,,,,,,,,,,,,
C3,114,"25,30","51,09","53,29","50,00","56,91",,,,,,,,,,,,,,,,,,
11,219,,,,,,,,,,,,,,,,,,,,,,,
Units,Avg_mass,Avg_purch,Purch_min,Purch_maxMin,,,,,,,,,,,,,,,,,,,,
P,992,"53,24","26,82","23,61","28,07",,,,,,,,,,,,,,,,,,,
O,117,"48,84","24,42","18,77","27,30",,,,,,,,,,,,,,,,,,,
R,22,"48,16","18,30","11,50","27,50",,,,,,,,,,,,,,,,,,,
C,6,"48,50","19,75","18,48","23,00",,,,,,,,,,,,,,,,,,,
U,2,"51,35","22,50","17,00","27,00",,,,,,,,,,,,,,,,,,,
S,5,"35,20","18,00","18,00","18,00",,,,,,,,,,,,,,,,,,,
P,386,"60,62","25,59","24,06","27,25",,,,,,,,,,,,,,,,,,,
O,50,"60,90","25,71","24,40","27,25",,,,,,,,,,,,,,,,,,,
R,16,"59,49","22,97","20,59","26,68",,,,,,,,,,,,,,,,,,,
C,4,"63,50","21,13","18,50","24,00",,,,,,,,,,,,,,,,,,,
U,4,"62,45","16,72","15,00","18,50",,,,,,,,,,,,,,,,,,,
S,2,"64,60","18,50","18,50","18,50",,,,,,,,,,,,,,,,,,,
P,4749,"75,38","24,64","23,32","26,62",,,,,,,,,,,,,,,,,,,
O,1794,"76,63","24,62","22,94","26,67",,,,,,,,,,,,,,,,,,,
R,220,"76,83","24,40","21,80","25,98",,,,,,,,,,,,,,,,,,,
C,28,"78,92","20,31","18,50","22,72",,,,,,,,,,,,,,,,,,,
U,7,"82,14","19,16","18,38","20,32",,,,,,,,,,,,,,,,,,,
S,13,"81,76","20,29","18,00","24,00",,,,,,,,,,,,,,,,,,,
P,2191,"86,33","24,80","22,61","26,40",,,,,,,,,,,,,,,,,,,
O,2197,"88,10","25,02","22,67","26,32",,,,,,,,,,,,,,,,,,,
R,541,"89,75","24,71","21,08","25,68",,,,,,,,,,,,,,,,,,,
C,72,"89,44","21,19","20,78","21,33",,,,,,,,,,,,,,,,,,,
U,8,"86,43","20,03","18,00","22,00",,,,,,,,,,,,,,,,,,,
S,35,"98,71","20,64","17,76","22,32",,,,,,,,,,,,,,,,,,,
659,"132,75","18,24","16,26","20,77",,,,,,,,,,,,,,,,,,,,
14,120,,,,,,,,,,,,,,,,,,,,,,,
LAMB/SHEEP,,,,,,,,,,,,,,,,,,,,,,,,
PIGS42434445464748,,,,,,,,,,,,,,,,,,,,,,,,
5,6,7,8,9,10,11Beef,A2,-Sales,Price,2018,2017,,,,,,,,,,,,,
646668707274,,,,,,,,,,,,,,,,,,,,,,,,
567891011Lamb,A2,-Sales,Price,2018,2017,,,,,,,,,,,,,,,,,,,
2425262728,,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max,From,2017/03/13,To,2017/03/19,,,,,,,,,,,,,,
CATTLE,,,,,,,,,,,,,,,,,,,,,,,,
A2,9168,253.69,43.87,44.31,35.00,47.50,,,,,,,,,,,,,,,,,,
A3,1119,273.05,44.00,44.35,42.00,47.50,,,,,,,,,,,,,,,,,,
AB2,452,250.27,42.26,41.36,36.00,47.50,,,,,,,,,,,,,,,,,,
AB3,56,280.40,42.18,41.52,37.95,43.50,,,,,,,,,,,,,,,,,,
B2,260,238.10,37.59,37.92,34.00,41.30,,,,,,,,,,,,,,,,,,
B3,55,267.74,37.55,38.20,34.00,40.15,,,,,,,,,,,,,,,,,,
C2,1447,247.69,37.03,37.18,32.94,38.92,,,,,,,,,,,,,,,,,,
C3,456,273.12,37.20,37.63,32.94,39.38,,,,,,,,,,,,,,,,,,
"13,013",,,,,,,,,,,,,,,,,,,,,,,,
LAMB/SHEEP,Lamb,A2,-,Sales,Price,,,,,,,,,,,,,,,,,,,
A0,189,18.53,44.74,49.47,53.20,65.00,,,,,,,,,,,,,,,,,,
A1,1217,14.81,62.21,62.52,54.00,67.00,,,,,,,,,,,,,,,,,,
A2,13397,18.33,64.12,64.81,55.63,72.99,,,,,,,,,,,,,,,,,,
A3,2298,19.77,64.04,64.48,62.75,72.63,,,,,,,,,,,,,,,,,,
A4,551,19.52,54.36,55.83,53.00,70.00,,,,,,,,,,,,,,,,,,
A5,135,20.60,50.38,49.91,47.00,61.77,,,,,,,,,,,,,,,,,,
A6,344,19.78,51.42,48.16,47.50,62.25,,,,,,,,,,,,,,,,,,
AB2,329,20.13,51.17,55.92,51.00,58.58,,,,,,,,,,,,,,,,,,
AB3,107,23.19,51.25,53.83,50.00,58.58,,,,,,,,,,,,,,,,,,
B2,173,22.37,48.88,50.37,46.34,54.63,,,,,,,,,,,,,,,,,,
B3,43,23.95,48.50,49.79,48.00,52.69,,,,,,,,,,,,,,,,,,
C2,1812,22.20,46.47,47.32,35.33,54.00,,,,,,,,,,,,,,,,,,
C3,332,24.25,46.31,46.86,43.00,52.78,Hide,Feedlot,15.13,,,,,,,,,,,,,,,
"20,927",Veldt,15.13,,,,,,,,,,,,,,,,,,,,,,
Units,Avg_mass,Avg_purch,Purch_min,Purch_max,45.27,,,,,,,,,,,,,,,,,,,
Price,Min,Max,Merino,ea,94.45,,,,,,,,,,,,,,,,,,,
Baconer,BO,-,Purchase,Price,,,,,,,,,,,,,,,,,,,,
BP,7602,72.57,26.84,23.50,30.49,,,,,,,,,,,,,,,,,,,
BO,3188,74.68,27.38,23.50,29.14,,,,,,,,,,,,,,,,,,,
BR,289,75.77,26.34,23.00,28.50,,,,,,,,,,,,,,,,,,,
BC,24,75.76,24.13,21.00,27.50,,,,,,,,,,,,,,,,,,,
BU,8,75.11,23.02,22.00,26.00,,,,,,,,,,,,,,,,,,,
BS,2,71.00,26.67,26.00,27.30,,,,,,,,,,,,,,,,,,,
PP,2775,53.78,26.91,25.92,31.46,,,,,,,,,,,,,,,,,,,
PO,244,52.48,27.67,26.00,29.31,,,,,,,,,,,,,,,,,,,
PR,28,51.70,25.75,18.29,29.75,,,,,,,,,,,,,,,,,,,
PC,6,52.58,25.95,24.70,29.00,,,,,,,,,,,,,,,,,,,
PU,2,47.55,15.88,13.00,21.50,,,,,,,,,,,,,,,,,,,
PS,6,35.15,19.13,17.50,29.00,,,,,,,,,,,,,,,,,,,
SAS,558,155.77,17.92,10.00,20.00,,,,,,,,,,,,,,,,,,,
HP,3206,83.09,26.51,25.85,29.25,,,,,,,,,,,,,,,,,,,
HO,"4,142",86.16,26.64,25.74,29.07,,,,,,,,,,,,,,,,,,,
HR,698,88.53,25.82,24.90,29.00,,,,,,,,,,,,,,,,,,,
HC,64,91.50,20.67,19.00,27.30,,,,,,,,,,,,,,,,,,,
HU,11,91.86,17.37,17.00,19.70,,,,,,,,,,,,,,,,,,,
HS,4,89.85,17.14,16.00,27.30,,,,,,,,,,,,,,,,,,,
CP,1679,65.22,28.17,25.00,29.97,,,,,,,,,,,,,,,,,,,
CO,328,65.06,27.86,25.00,30.00,,,,,,,,,,,,,,,,,,,
CR,47,62.81,27.93,23.00,28.50,,,,,,,,,,,,,,,,,,,
CC,4,61.20,27.30,27.30,27.30,,,,,,,,,,,,,,,,,,,
CS,1,65.40,27.30,27.30,27.30,,,,,,,,,,,,,,,,,,,
SAB,77,135.68,11.52,8.00,20.00,,,,,,,,,,,,,,,,,,,
"24,993",,,,,,,,,,,,,,,,,,,,,,,,
3,4,5,6,7,8,9,10,11,2017,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,,,,,,
50.5,52.5,54.5,56.5,58.5,60.5,62.5,64.5,66.5,68.5,70.5,72.5,74.5,,,,,,,,,,,,
3,4,5,6,7,8,9,10,11,2017,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,,,,,,
20.5,22.5,24.5,26.5,28.5,30.5,32.5,34.5,,,,,,,,,,,,,,,,,
3,4,5,6,7,8,9,10,11,2017,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max2019/03/11,To,2019/03/17,,,,,,,,,,,,,,,,
A2,7426,"285,36","40,71","42,41","41,00","43,12",Hide,Feedlot,Weighted,"2,40",,,,,,,,,,,,,,
A3,1349,"298,84","40,95","42,27","40,98","45,07",Hide,Field,Average,"2,04",,,,,,,,,,,,,,
AB2,362,"279,91","39,68","40,47","38,53","42,88",Dorper,ea,"32,00",,,,,,,,,,,,,,,
AB3,87,"308,82","40,34","40,43","39,87","40,85",Merino,ea,"54,03",,,,,,,,,,,,,,,
B2,255,"268,92","38,74","39,81","37,90","42,22",,,,,,,,,,,,,,,,,,
B3,63,"323,11","39,21","39,62","39,25","40,30",,,,,,,,,,,,,,,,,,
C2,990,"260,70","38,24","39,92","37,20","41,54",,,,,,,,,,,,,,,,,,
C3,281,"291,27","38,53","39,71","37,92","41,54",,,,,,,,,,,,,,,,,,
10,813,,,,,,,,,,,,,,,,,,,,,,,
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max,,,,,,,,,,,,,,,,,,
A0,9,"9,32","39,98","56,52","46,50","60,15",,,,,,,,,,,,,,,,,,
A1,180,"13,30","60,71","67,52","63,91","68,70",,,,,,,,,,,,,,,,,,
A2,5824,"20,57","67,80","70,64","66,71","73,24",,,,,,,,,,,,,,,,,,
A3,894,"20,54","68,30","69,95","66,85","71,24",,,,,,,,,,,,,,,,,,
A4,102,"19,88","57,57","62,59","62,21","63,63",,,,,,,,,,,,,,,,,,
A5,13,"32,03","48,71","52,87","51,28","57,55",,,,,,,,,,,,,,,,,,
A6,25,"19,26","47,60","52,37","52,37","52,37",,,,,,,,,,,,,,,,,,
AB2,38,"19,10","56,26","60,85","56,00","64,02",,,,,,,,,,,,,,,,,,
AB3,3,"22,63","60,15","63,85","62,16","68,00",,,,,,,,,,,,,,,,,,
B2,93,"23,40","53,49","60,93","56,72","62,00",,,,,,,,,,,,,,,,,,
B3,7,"22,47","49,58","55,36","54,00","55,87",,,,,,,,,,,,,,,,,,
